timestamp,elapsed_s,frame_no,class_name,confidence,should_spray,primary_zone,spray_duration_ms,bbox_x,bbox_y,bbox_w,bbox_h,inference_ms
2026-02-24T16:57:47.316,2.14,198,early_blight,0.8938,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.327,2.15,199,late_blight,0.6838,False,,0,0,0,0,0,9.5
2026-02-24T16:57:47.337,2.16,200,late_blight,0.5091,False,,0,0,0,0,0,9.4
2026-02-24T16:57:47.347,2.17,201,late_blight,0.7786,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.357,2.18,202,early_blight,0.979,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.367,2.19,203,early_blight,0.9758,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.379,2.2,204,early_blight,0.9951,True,,0,0,0,0,0,10.8
2026-02-24T16:57:47.390,2.22,205,late_blight,0.5639,False,,0,0,0,0,0,9.6
2026-02-24T16:57:47.400,2.23,206,early_blight,0.9932,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.410,2.24,207,early_blight,0.8949,True,,0,0,0,0,0,9.5
2026-02-24T16:57:47.421,2.25,208,early_blight,0.7045,True,,0,0,0,0,0,10.0
2026-02-24T16:57:47.432,2.26,209,early_blight,0.8638,True,,0,0,0,0,0,9.8
2026-02-24T16:57:47.442,2.27,210,early_blight,0.9955,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.452,2.28,211,early_blight,0.9959,True,,0,0,0,0,0,9.3
2026-02-24T16:57:47.462,2.29,212,early_blight,0.9353,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.472,2.3,213,late_blight,0.5553,False,,0,0,0,0,0,9.4
2026-02-24T16:57:47.483,2.31,214,early_blight,0.9778,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.493,2.32,215,early_blight,0.9996,True,,0,0,0,0,0,9.4
2026-02-24T16:57:47.503,2.33,216,early_blight,0.9934,True,,0,0,0,0,0,9.6
2026-02-24T16:57:47.513,2.34,217,early_blight,0.9922,True,,0,0,0,0,0,9.5
